INSERT INTO public.turnos(turno_id, medico_id, nombre, hora_inicio, hora_final, fecha, n_pacientes) VALUES (1, 6, 'dia12h', '07:00:00.000000', '19:00:00.000000', '2023-12-30', 18);
INSERT INTO public.turnos(turno_id, medico_id, nombre, hora_inicio, hora_final, fecha, n_pacientes) VALUES (279, 2, 'noche8h', '22:00:00.000000', '06:00:00.000000', '2023-12-07', 5);
INSERT INTO public.turnos(turno_id, medico_id, nombre, hora_inicio, hora_final, fecha, n_pacientes) VALUES (280, 5, 'mañana8h', '06:00:00.000000', '14:00:00.000000', '2023-10-09', 10);
INSERT INTO public.turnos(turno_id, medico_id, nombre, hora_inicio, hora_final, fecha, n_pacientes) VALUES (281, 7, 'tarde8h', '14:00:00.000000', '22:00:00.000000', '2023-10-31', 21);
INSERT INTO public.turnos(turno_id, medico_id, nombre, hora_inicio, hora_final, fecha, n_pacientes) VALUES (282, 5, 'tarde8h', '14:00:00.000000', '22:00:00.000000', '2023-02-08', 14);
INSERT INTO public.turnos(turno_id, medico_id, nombre, hora_inicio, hora_final, fecha, n_pacientes) VALUES (283, 5, 'noche8h', '22:00:00.000000', '06:00:00.000000', '2023-12-08', 23);
INSERT INTO public.turnos(turno_id, medico_id, nombre, hora_inicio, hora_final, fecha, n_pacientes) VALUES (284, 8, 'noche12h', '19:00:00.000000', '07:00:00.000000', '2023-03-21', 23);
INSERT INTO public.turnos(turno_id, medico_id, nombre, hora_inicio, hora_final, fecha, n_pacientes) VALUES (285, 5, 'tarde8h', '14:00:00.000000', '22:00:00.000000', '2023-09-07', 30);
INSERT INTO public.turnos(turno_id, medico_id, nombre, hora_inicio, hora_final, fecha, n_pacientes) VALUES (286, 7, 'noche8h', '22:00:00.000000', '06:00:00.000000', '2023-03-20', 21);
INSERT INTO public.turnos(turno_id, medico_id, nombre, hora_inicio, hora_final, fecha, n_pacientes) VALUES (287, 6, 'dia12h', '07:00:00.000000', '19:00:00.000000', '2023-07-17', 28);
INSERT INTO public.turnos(turno_id, medico_id, nombre, hora_inicio, hora_final, fecha, n_pacientes) VALUES (288, 7, 'tarde8h', '14:00:00.000000', '22:00:00.000000', '2023-10-03', 10);
INSERT INTO public.turnos(turno_id, medico_id, nombre, hora_inicio, hora_final, fecha, n_pacientes) VALUES (289, 8, 'dia12h', '07:00:00.000000', '19:00:00.000000', '2023-12-27', 10);
INSERT INTO public.turnos(turno_id, medico_id, nombre, hora_inicio, hora_final, fecha, n_pacientes) VALUES (290, 7, 'noche8h', '22:00:00.000000', '06:00:00.000000', '2023-05-02', 29);
INSERT INTO public.turnos(turno_id, medico_id, nombre, hora_inicio, hora_final, fecha, n_pacientes) VALUES (291, 10, 'dia12h', '07:00:00.000000', '19:00:00.000000', '2023-07-25', 5);
INSERT INTO public.turnos(turno_id, medico_id, nombre, hora_inicio, hora_final, fecha, n_pacientes) VALUES (292, 1, 'dia12h', '07:00:00.000000', '19:00:00.000000', '2023-08-23', 11);
INSERT INTO public.turnos(turno_id, medico_id, nombre, hora_inicio, hora_final, fecha, n_pacientes) VALUES (293, 5, 'mañana8h', '06:00:00.000000', '14:00:00.000000', '2023-10-07', 15);
INSERT INTO public.turnos(turno_id, medico_id, nombre, hora_inicio, hora_final, fecha, n_pacientes) VALUES (294, 2, 'noche12h', '19:00:00.000000', '07:00:00.000000', '2023-10-02', 6);
INSERT INTO public.turnos(turno_id, medico_id, nombre, hora_inicio, hora_final, fecha, n_pacientes) VALUES (295, 1, 'noche8h', '22:00:00.000000', '06:00:00.000000', '2023-05-05', 22);
INSERT INTO public.turnos(turno_id, medico_id, nombre, hora_inicio, hora_final, fecha, n_pacientes) VALUES (296, 8, 'tarde8h', '14:00:00.000000', '22:00:00.000000', '2023-08-19', 27);
INSERT INTO public.turnos(turno_id, medico_id, nombre, hora_inicio, hora_final, fecha, n_pacientes) VALUES (297, 2, 'tarde8h', '14:00:00.000000', '22:00:00.000000', '2023-06-22', 12);
INSERT INTO public.turnos(turno_id, medico_id, nombre, hora_inicio, hora_final, fecha, n_pacientes) VALUES (298, 6, 'noche8h', '22:00:00.000000', '06:00:00.000000', '2023-10-01', 18);
INSERT INTO public.turnos(turno_id, medico_id, nombre, hora_inicio, hora_final, fecha, n_pacientes) VALUES (299, 8, 'noche12h', '19:00:00.000000', '07:00:00.000000', '2023-01-27', 7);
INSERT INTO public.turnos(turno_id, medico_id, nombre, hora_inicio, hora_final, fecha, n_pacientes) VALUES (300, 8, 'tarde8h', '14:00:00.000000', '22:00:00.000000', '2023-12-06', 26);
